序號,分類,字母,單字或片語,詞性縮寫,詞性,中文釋義,來源
89,TOEIC 多益必考單字,A,additionally,ad,副詞,附加地；；同時；此外,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
90,TOEIC 多益必考單字,A,address,n,名詞,住址；地址 v 向……致詞；向……發表演說,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
91,TOEIC 多益必考單字,A,adept,n,名詞,能手；內行,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
92,TOEIC 多益必考單字,A,adequate,a,形容詞,足夠的；適當的；,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
93,TOEIC 多益必考單字,A,adhere,v,動詞,黏附；遵守；堅持,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
94,TOEIC 多益必考單字,A,adjust,v,動詞,調整；校正,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
95,TOEIC 多益必考單字,A,adjustment,n,名詞,調整；校正,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
96,TOEIC 多益必考單字,A,administrate,v,動詞,管理；支配,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
97,TOEIC 多益必考單字,A,administration,v,動詞,管理；經營；行政,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
98,TOEIC 多益必考單字,A,administrator,n,名詞,管理人；行政官員,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
99,TOEIC 多益必考單字,A,admirable,a,形容詞,值得讚揚的；令人欽佩的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
100,TOEIC 多益必考單字,A,admiration,n,名詞,欽佩；欣賞,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
101,TOEIC 多益必考單字,A,admire,v,動詞,欽佩；欣賞,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
102,TOEIC 多益必考單字,A,admit,v,動詞,承認；准許進入,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
103,TOEIC 多益必考單字,A,admittance,n,名詞,進入；入場許可,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
104,TOEIC 多益必考單字,A,adolescence,n,名詞,青春期；青少年時期,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
105,TOEIC 多益必考單字,A,adolescent,a,形容詞,青少年的；幼稚的 n 青少年,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
106,TOEIC 多益必考單字,A,adopt,v,動詞,採取；採納,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
107,TOEIC 多益必考單字,A,adoption,n,名詞,採納；採用,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
108,TOEIC 多益必考單字,A,adorn,v,動詞,裝飾；使生色,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
109,TOEIC 多益必考單字,A,adult,n,名詞,成年人 a 成年的；成熟的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
110,TOEIC 多益必考單字,A,advance,v,動詞,前進；進展 n 前進；發展 a 先行的；預先的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
111,TOEIC 多益必考單字,A,advanced,a,形容詞,在前面的；先進的；開明的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
112,TOEIC 多益必考單字,A,advantage,n,名詞,優點；利益 v 有利於；使處於優勢,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
113,TOEIC 多益必考單字,A,adventure,n,名詞,冒險 ; 冒險精神,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
114,TOEIC 多益必考單字,A,adversary,n,名詞,敵手；敵人,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
115,TOEIC 多益必考單字,A,adverse,a,形容詞,反面的；不利；的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
116,TOEIC 多益必考單字,A,advertise,v,動詞,廣告；公布,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
117,TOEIC 多益必考單字,A,advertisement,n,名詞,廣告；宣傳,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
118,TOEIC 多益必考單字,A,advice,n,名詞,勸告；忠告,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
119,TOEIC 多益必考單字,A,advisable,a,形容詞,可取的；適當的；,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
120,TOEIC 多益必考單字,A,advise,v,動詞,勸告；忠告,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
121,TOEIC 多益必考單字,A,adviser,n,名詞,顧問；勸告者；,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
122,TOEIC 多益必考單字,A,advocate,n,名詞,提倡者；辯護者；律師,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
123,TOEIC 多益必考單字,A,affair,n,名詞,事件；事務,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
124,TOEIC 多益必考單字,A,affect,v,動詞,影響；對……發生作用；,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
125,TOEIC 多益必考單字,A,affection,n,名詞,愛；情愛,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
126,TOEIC 多益必考單字,A,affirm,v,動詞,申明；堅稱；證實,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
127,TOEIC 多益必考單字,A,affirmative,a,形容詞,肯定的；表示贊成的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
128,TOEIC 多益必考單字,A,affix,v,動詞,貼上；添上；附上,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
129,TOEIC 多益必考單字,A,afraid,a,形容詞,害怕的；恐怕；遺憾,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
130,TOEIC 多益必考單字,A,after,prep,介系詞,在…之後 conj 在…之後 ad 以後；之後 a 以後的；後部的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
131,TOEIC 多益必考單字,A,afternoon,n,名詞,下午；午後,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
132,TOEIC 多益必考單字,A,after-tax,a,形容詞,稅後；淨收的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
133,TOEIC 多益必考單字,A,afterward,ad,副詞,之後；以後,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
134,TOEIC 多益必考單字,A,again,ad,副詞,再；再一次,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
135,TOEIC 多益必考單字,A,against,prep,介系詞,反對；違反,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
136,TOEIC 多益必考單字,A,age,n,名詞,年齡 v 變老；成熟,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
137,TOEIC 多益必考單字,A,agency,n,名詞,經銷處；代理機構,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
138,TOEIC 多益必考單字,A,agenda,n,名詞,待議諸事項；議程,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
139,TOEIC 多益必考單字,A,agent,n,名詞,代理商；仲介人,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
140,TOEIC 多益必考單字,A,aggression,n,名詞,侵略,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
141,TOEIC 多益必考單字,A,aggressive,a,形容詞,侵略的；好鬥的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
142,TOEIC 多益必考單字,A,agility,n,名詞,敏捷；靈活,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
143,TOEIC 多益必考單字,A,ago,ad,副詞,在……以前,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
144,TOEIC 多益必考單字,A,agree,v,動詞,同意；贊同,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
145,TOEIC 多益必考單字,A,agreement,n,名詞,同意；協定,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
146,TOEIC 多益必考單字,A,agricultural,a,形容詞,農業的；務農的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
147,TOEIC 多益必考單字,A,ahead,ad,副詞,在前；向前；預先,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
148,TOEIC 多益必考單字,A,aid,v,動詞,幫助；救助 n 幫助；救助,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
149,TOEIC 多益必考單字,A,aim,v,動詞,瞄準；目的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
150,TOEIC 多益必考單字,A,air-conditioner,n,名詞,冷氣機,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
151,TOEIC 多益必考單字,A,aircraft,n,名詞,飛機；飛艇,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
152,TOEIC 多益必考單字,A,airline,n,名詞,航線；航空公司,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
153,TOEIC 多益必考單字,A,airport,n,名詞,機場,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
154,TOEIC 多益必考單字,A,aisle,n,名詞,通道；走道,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
155,TOEIC 多益必考單字,A,alarm,n,名詞,警報；鬧鐘 v 使驚慌不安；使恐懼,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
156,TOEIC 多益必考單字,A,alert,v,動詞,使警覺；使注意 n 警戒；警報 a 警覺的；警惕的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
157,TOEIC 多益必考單字,A,align,v,動詞,排成直線；使結盟,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
158,TOEIC 多益必考單字,A,alike,a,形容詞,相同的；相像的 ad 一樣地；相似地,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
159,TOEIC 多益必考單字,A,allege,v,動詞,斷言；宣稱,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
160,TOEIC 多益必考單字,A,allegedly,ad,副詞,據傳說；據宣稱,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
161,TOEIC 多益必考單字,A,allergy,n,名詞,過敏症定,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
162,TOEIC 多益必考單字,A,alley,n,名詞,小巷；小徑,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
163,TOEIC 多益必考單字,A,alliance,n,名詞,結盟；聯盟,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
164,TOEIC 多益必考單字,A,allocate,v,動詞,分派；分配,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
165,TOEIC 多益必考單字,A,allow,v,動詞,允許；准許,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
166,TOEIC 多益必考單字,A,allowance,n,名詞,津貼；補貼,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
167,TOEIC 多益必考單字,A,allure,v,動詞,引誘；誘惑 n 誘惑力，魅力,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
168,TOEIC 多益必考單字,A,almost,ad,副詞,幾乎；差不多,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
169,TOEIC 多益必考單字,A,along,prep,介系詞,沿著；順著 ad 向前；一起,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
170,TOEIC 多益必考單字,A,already,ad,副詞,已經；先前,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
171,TOEIC 多益必考單字,A,alter,v,動詞,改變；修改,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
172,TOEIC 多益必考單字,A,alternate,a,形容詞,交替的；輪流的 n 代理人；代替者,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
173,TOEIC 多益必考單字,A,alternative,a,形容詞,替代的；供選擇的 n 選擇；二擇一,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
174,TOEIC 多益必考單字,A,altogether,ad,副詞,完全；全然,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
175,TOEIC 多益必考單字,A,amateur,a,形容詞,業餘的；外行的 n 業餘；外行,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
176,TOEIC 多益必考單字,A,amaze,v,動詞,使驚奇；使驚愕,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
