"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"147","英檢中級 GEPT Intermediate","A","中級","I","assistance","noun","幫忙、援助","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"148","英檢中級 GEPT Intermediate","A","中級","I","associate","verb","聯想、聯繫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"149","英檢中級 GEPT Intermediate","A","中級","I","associate","noun","同事、合夥人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"150","英檢中級 GEPT Intermediate","A","中級","I","associate","adj.","副的、非正式的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"151","英檢中級 GEPT Intermediate","A","中級","I","association","noun","協會、社團、聯盟；關聯、聯想","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"152","英檢中級 GEPT Intermediate","A","中級","I","assurance","noun","保證、擔保；自信","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"153","英檢中級 GEPT Intermediate","A","中級","I","assure","verb","向...保證、確保","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"154","英檢中級 GEPT Intermediate","A","中級","I","astonish","verb","使吃驚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"155","英檢中級 GEPT Intermediate","A","中級","I","astronaut","noun","太空人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"156","英檢中級 GEPT Intermediate","A","中級","I","athlete","noun","運動員、擅長運動的人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"157","英檢中級 GEPT Intermediate","A","中級","I","athletic","adj.","健壯的、擅長運動的、田徑運動的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"158","英檢中級 GEPT Intermediate","A","中級","I","atmosphere","noun","大氣、大氣層、空氣；氣氛、氛圍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"159","英檢中級 GEPT Intermediate","A","中級","I","atom","noun","原子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"160","英檢中級 GEPT Intermediate","A","中級","I","atomic","adj.","原子的、原子能的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"161","英檢中級 GEPT Intermediate","A","中級","I","attach","verb","裝上、使依附","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"162","英檢中級 GEPT Intermediate","A","中級","I","attempt","noun/verb","嘗試、企圖","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"163","英檢中級 GEPT Intermediate","A","中級","I","attitude","noun","態度","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"164","英檢中級 GEPT Intermediate","A","中級","I","attract","verb","吸引","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"165","英檢中級 GEPT Intermediate","A","中級","I","attraction","noun","吸引力；迷戀、愛慕","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"166","英檢中級 GEPT Intermediate","A","中級","I","attractive","adj.","誘人的、吸引人的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"167","英檢中級 GEPT Intermediate","A","中級","I","audio","adj.","聲音的、錄音的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"168","英檢中級 GEPT Intermediate","A","中級","I","author","noun","作者","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"169","英檢中級 GEPT Intermediate","A","中級","I","authority","noun","權力、職權；官方、當權者","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"170","英檢中級 GEPT Intermediate","A","中級","I","autobiography","noun","自傳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"171","英檢中級 GEPT Intermediate","A","中級","I","automatic","adj.","自動的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"172","英檢中級 GEPT Intermediate","A","中級","I","automobile","noun","汽車","= auto","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"173","英檢中級 GEPT Intermediate","A","中級","I","auxiliary","noun","助動詞","= aux.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"174","英檢中級 GEPT Intermediate","A","中級","I","auxiliary","noun/adj.","輔助人員；輔助的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"175","英檢中級 GEPT Intermediate","A","中級","I","avenue","noun","大街；途徑、管道、方法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"176","英檢中級 GEPT Intermediate","A","中級","I","average","adj./noun/verb","平均的；平均數；平均為","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"177","英檢中級 GEPT Intermediate","A","中級","I","await","verb","等待","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"178","英檢中級 GEPT Intermediate","A","中級","I","awake","adj./verb","醒著；醒來、喚起","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"179","英檢中級 GEPT Intermediate","A","中級","I","awaken","verb","醒來、喚醒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"180","英檢中級 GEPT Intermediate","A","中級","I","award","noun/verb","獎、獎金、獎品；獎勵、授予","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"181","英檢中級 GEPT Intermediate","A","中級","I","awful","adj.","很壞的、糟糕的、令人不愉快的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"182","英檢中級 GEPT Intermediate","A","中級","I","awkward","adj.","令人尷尬的；難對付的；笨拙的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"183","英檢中級 GEPT Intermediate","A","中級","I","ax","verb","用斧頭劈、砍掉；裁減、撤銷、開除","= axe (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"184","英檢中級 GEPT Intermediate","A","中級","I","ax","noun","斧頭；裁減、解雇","= axe (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"185","英檢中級 GEPT Intermediate","B","中級","I","background","noun","背景","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"186","英檢中級 GEPT Intermediate","B","中級","I","bacon","noun","培根","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"187","英檢中級 GEPT Intermediate","B","中級","I","bacteria","noun","細菌","bacterium (singular form)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"188","英檢中級 GEPT Intermediate","B","中級","I","baggage","noun","行李","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"189","英檢中級 GEPT Intermediate","B","中級","I","baggy","adj.","（衣服）寬鬆的、寬大下垂的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"190","英檢中級 GEPT Intermediate","B","中級","I","bait","noun/verb","魚餌、誘餌；下誘餌","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"191","英檢中級 GEPT Intermediate","B","中級","I","balance","noun/verb","平衡、均衡；保持平衡","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"192","英檢中級 GEPT Intermediate","B","中級","I","bald","adj.","禿頭的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"193","英檢中級 GEPT Intermediate","B","中級","I","ballet","noun","芭蕾舞、芭蕾舞劇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"194","英檢中級 GEPT Intermediate","B","中級","I","bamboo","noun","竹子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"195","英檢中級 GEPT Intermediate","B","中級","I","ban","verb/noun","禁止；禁令","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"196","英檢中級 GEPT Intermediate","B","中級","I","Band-Aid","noun","OK繃","= band-aid","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"197","英檢中級 GEPT Intermediate","B","中級","I","bandage","noun/verb","繃帶；用繃帶包紮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"198","英檢中級 GEPT Intermediate","B","中級","I","bang","noun/verb","重擊、巨響；撞擊、使發出巨響","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"199","英檢中級 GEPT Intermediate","B","中級","I","banking","noun","處理銀行帳戶事宜、銀行業","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"200","英檢中級 GEPT Intermediate","B","中級","I","bankrupt","adj./verb/noun","破產的；使破產；破產者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"201","英檢中級 GEPT Intermediate","B","中級","I","barbershop","noun","理髮店","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"202","英檢中級 GEPT Intermediate","B","中級","I","bare","adj./verb","赤裸的、無遮蔽的；使赤裸、使暴露","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"203","英檢中級 GEPT Intermediate","B","中級","I","barely","adv.","僅、剛好、幾乎沒有","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"204","英檢中級 GEPT Intermediate","B","中級","I","bargain","noun","特價品；協議、交易","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"205","英檢中級 GEPT Intermediate","B","中級","I","bargain","verb","特價品、協議；討價還價","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"206","英檢中級 GEPT Intermediate","B","中級","I","barn","noun","穀倉","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"207","英檢中級 GEPT Intermediate","B","中級","I","barrel","noun","大桶","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"208","英檢中級 GEPT Intermediate","B","中級","I","barrier","noun","屏障、障礙物、隔閡","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"209","英檢中級 GEPT Intermediate","B","中級","I","basin","noun","盆、水盆；流域；船塢、內灣","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"210","英檢中級 GEPT Intermediate","B","中級","I","battery","noun","電池","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"211","英檢中級 GEPT Intermediate","B","中級","I","battle","noun/verb","戰爭、鬥爭；作戰、奮鬥","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"212","英檢中級 GEPT Intermediate","B","中級","I","bay","noun","灣、海灣","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"213","英檢中級 GEPT Intermediate","B","中級","I","BC","adv.","西元前","= Before Christ","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"214","英檢中級 GEPT Intermediate","B","中級","I","bead","noun","（有孔的）珠子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"215","英檢中級 GEPT Intermediate","B","中級","I","beak","noun","鳥喙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"216","英檢中級 GEPT Intermediate","B","中級","I","beam","noun","光線、光束","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"217","英檢中級 GEPT Intermediate","B","中級","I","beam","verb","照射、發光；高興地微笑、眉開眼笑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"218","英檢中級 GEPT Intermediate","B","中級","I","beast","noun","（大型或野生的）動物、野獸；粗暴的人、兇殘的人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"219","英檢中級 GEPT Intermediate","B","中級","I","beauty","noun","美麗、美人、美好的事物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"220","英檢中級 GEPT Intermediate","B","中級","I","bedtime","noun","就寢時間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"221","英檢中級 GEPT Intermediate","B","中級","I","beetle","noun","甲蟲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"222","英檢中級 GEPT Intermediate","B","中級","I","beg","verb","乞討、請求","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"223","英檢中級 GEPT Intermediate","B","中級","I","beggar","noun","乞丐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"224","英檢中級 GEPT Intermediate","B","中級","I","beggar","verb","使貧窮、使匱乏","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"225","英檢中級 GEPT Intermediate","B","中級","I","behavior","noun","行為、舉止","= behaviour (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"226","英檢中級 GEPT Intermediate","B","中級","I","being","noun","生命、生物；存在、生存","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"227","英檢中級 GEPT Intermediate","B","中級","I","believable","adj.","可信的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"228","英檢中級 GEPT Intermediate","B","中級","I","belly","noun","腹部、肚子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"229","英檢中級 GEPT Intermediate","B","中級","I","bend","verb/noun","使彎曲、彎腰；彎曲處、彎道","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"230","英檢中級 GEPT Intermediate","B","中級","I","beneath","prep.","在...下面","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"231","英檢中級 GEPT Intermediate","B","中級","I","beneficial","adj.","有利的、有助的","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"232","英檢中級 GEPT Intermediate","B","中級","I","benefit","noun/verb","利益、好處；對...有幫助、使受惠","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"233","英檢中級 GEPT Intermediate","B","中級","I","berry","noun","莓果","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"234","英檢中級 GEPT Intermediate","B","中級","I","bet","noun/verb","賭注；打賭、賭博","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"235","英檢中級 GEPT Intermediate","B","中級","I","Bible","noun","聖經","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"236","英檢中級 GEPT Intermediate","B","中級","I","bid","noun/verb","出價、投標、努力爭取","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"237","英檢中級 GEPT Intermediate","B","中級","I","billion","noun","十億","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
"238","英檢中級 GEPT Intermediate","B","中級","I","bin","noun","垃圾箱、容器、箱子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/2dcda8afa07378e6dda1949f90c58061"
