"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"145","英檢中級 GEPT Intermediate","A","中級","I","alternative","noun","可供選擇的事物","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"146","英檢中級 GEPT Intermediate","A","初級","E","although","conj.","雖然","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"147","英檢中級 GEPT Intermediate","A","中級","I","altitude","noun","海拔高度","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"148","英檢中級 GEPT Intermediate","A","初級","E","altogether","adv.","全部、總共、總之","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"149","英檢中級 GEPT Intermediate","A","中級","I","aluminium","noun","鋁","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"150","英檢中級 GEPT Intermediate","A","初級","E","always","adv.","總是、一直","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"151","英檢中級 GEPT Intermediate","A","初級","E","am","verb","（主語為第一人稱單數）是","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"152","英檢中級 GEPT Intermediate","A","中級","I","amateur","adj./noun","業餘的、業餘愛好的；業餘愛好者、業餘運動員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"153","英檢中級 GEPT Intermediate","A","中級","I","amaze","verb","使驚奇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"154","英檢中級 GEPT Intermediate","A","中級","I","ambassador","noun","大使","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"155","英檢中級 GEPT Intermediate","A","中級","I","ambition","noun","野心","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"156","英檢中級 GEPT Intermediate","A","中級","I","ambitious","adj.","有野心的、雄心勃勃的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"157","英檢中級 GEPT Intermediate","A","初級","E","ambulance","noun","救護車","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"158","英檢中級 GEPT Intermediate","A","初級","E","America","noun","美國、美洲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"159","英檢中級 GEPT Intermediate","A","初級","E","American","adj./noun","美國的、美洲的；美國人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"160","英檢中級 GEPT Intermediate","A","中級","I","amid","prep.","在…中","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"161","英檢中級 GEPT Intermediate","A","初級","E","among","prep.","在...之中、在三者或以上之間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"162","英檢中級 GEPT Intermediate","A","初級","E","amount","noun","數量","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"163","英檢中級 GEPT Intermediate","A","中級","I","amuse","verb","逗樂、（使）娛樂","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"164","英檢中級 GEPT Intermediate","A","中級","I","amusement","noun","愉悅、娛樂（活動）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"165","英檢中級 GEPT Intermediate","A","中級","I","analysis","noun","分析","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"166","英檢中級 GEPT Intermediate","A","中級","I","analyst","noun","分析者、化驗員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"167","英檢中級 GEPT Intermediate","A","中級","I","analyze","verb","分析","= analyse (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"168","英檢中級 GEPT Intermediate","A","中級","I","ancestor","noun","祖先","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"169","英檢中級 GEPT Intermediate","A","初級","E","ancient","adj.","古代的、古老的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"170","英檢中級 GEPT Intermediate","A","初級","E","and","conj.","和、又、加上、接連","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"171","英檢中級 GEPT Intermediate","A","初級","E","angel","noun","天使","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"172","英檢中級 GEPT Intermediate","A","初級","E","anger","noun","憤怒、怒氣","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"173","英檢中級 GEPT Intermediate","A","中級","I","angle","noun","角度、觀點","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"174","英檢中級 GEPT Intermediate","A","初級","E","angry","adj.","生氣的、憤怒的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"175","英檢中級 GEPT Intermediate","A","初級","E","animal","noun","動物","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"176","英檢中級 GEPT Intermediate","A","初級","E","ankle","noun","腳踝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"177","英檢中級 GEPT Intermediate","A","中級","I","anniversary","noun","週年紀念日","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"178","英檢中級 GEPT Intermediate","A","中級","I","announce","verb","宣布、公告、廣播","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"179","英檢中級 GEPT Intermediate","A","中級","I","announcement","noun","宣布、公告","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"180","英檢中級 GEPT Intermediate","A","中級","I","announcer","noun","廣播員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"181","英檢中級 GEPT Intermediate","A","中級","I","annoy","verb","使惱怒、打擾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"182","英檢中級 GEPT Intermediate","A","中級","I","annual","adj./noun","每年的、一年一次的；年報、年刊","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"183","英檢中級 GEPT Intermediate","A","初級","E","another","pron./adj.","另一個、再一個；另外的、再一","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"184","英檢中級 GEPT Intermediate","A","初級","E","answer","noun/verb","答案、回答；答覆、作答","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"185","英檢中級 GEPT Intermediate","A","初級","E","ant","noun","螞蟻","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"186","英檢中級 GEPT Intermediate","A","中級","I","anxiety","noun","焦慮、憂慮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"187","英檢中級 GEPT Intermediate","A","中級","I","anxious","adj.","焦慮的、不安的；渴望做某事","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"188","英檢中級 GEPT Intermediate","A","初級","E","any","pron./adj.","任何一個、一些；任何的、絲毫的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"189","英檢中級 GEPT Intermediate","A","初級","E","any","adv.","（用於否定或疑問句）稍、根本","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"190","英檢中級 GEPT Intermediate","A","初級","E","anybody","pron.","任何人","= anyone","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"191","英檢中級 GEPT Intermediate","A","中級","I","anyhow","adv.","無論如何","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"192","英檢中級 GEPT Intermediate","A","初級","E","anymore","adv.","再也不、不再","= any more","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"193","英檢中級 GEPT Intermediate","A","初級","E","anyone","pron.","任何人","= anybody","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"194","英檢中級 GEPT Intermediate","A","初級","E","anything","pron.","任何東西、任何事情","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"195","英檢中級 GEPT Intermediate","A","初級","E","anytime","adv.","在任何時候","= any time","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"196","英檢中級 GEPT Intermediate","A","初級","E","anyway","adv.","無論如何、不管怎樣、反正","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"197","英檢中級 GEPT Intermediate","A","初級","E","anywhere","adv.","任何地方","= anyplace","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"198","英檢中級 GEPT Intermediate","A","中級","I","apart","adv./adj.","（空間或時間的）分隔、相隔；分離的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"199","英檢中級 GEPT Intermediate","A","初級","E","apartment","noun","公寓","= flat (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"200","英檢中級 GEPT Intermediate","A","中級","I","ape","noun","人猿","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"201","英檢中級 GEPT Intermediate","A","中級","I","ape","verb","模仿、學...的樣子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"202","英檢中級 GEPT Intermediate","A","初級","E","apologize","verb","道歉","= apoligise (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"203","英檢中級 GEPT Intermediate","A","中級","I","apology","noun","道歉","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"204","英檢中級 GEPT Intermediate","A","中級","I","app","noun","應用程式","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"205","英檢中級 GEPT Intermediate","A","中級","I","apparent","adj.","顯然的","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"206","英檢中級 GEPT Intermediate","A","中級","I","appeal","noun","呼籲；申訴；吸引力","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"207","英檢中級 GEPT Intermediate","A","中級","I","appeal","verb","呼籲；提出申訴；對...有吸引力","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"208","英檢中級 GEPT Intermediate","A","初級","E","appear","verb","出現、顯現","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"209","英檢中級 GEPT Intermediate","A","初級","E","appear","verb","看來好像、似乎","= seem","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"210","英檢中級 GEPT Intermediate","A","初級","E","appearance","noun","出現、公開露面；外貌、外表","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"211","英檢中級 GEPT Intermediate","A","中級","I","appetite","noun","食慾、胃口","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"212","英檢中級 GEPT Intermediate","A","中級","I","applaud","verb","鼓掌、稱讚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"213","英檢中級 GEPT Intermediate","A","中級","I","applause","noun","鼓掌、喝采","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"214","英檢中級 GEPT Intermediate","A","初級","E","apple","noun","蘋果","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"215","英檢中級 GEPT Intermediate","A","中級","I","appliance","noun","家電、器具","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"216","英檢中級 GEPT Intermediate","A","中級","I","applicant","noun","申請人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"217","英檢中級 GEPT Intermediate","A","中級","I","application","noun","申請、申請書；用途、應用；應用軟體","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"218","英檢中級 GEPT Intermediate","A","初級","E","apply","verb","申請、請求；應用；適用；塗、敷","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"219","英檢中級 GEPT Intermediate","A","中級","I","appoint","verb","任命、安排","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"220","英檢中級 GEPT Intermediate","A","中級","I","appointment","noun","約會、預約；任命；職務","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"221","英檢中級 GEPT Intermediate","A","初級","E","appreciate","verb","欣賞、賞識；感激、感謝","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"222","英檢中級 GEPT Intermediate","A","中級","I","appreciation","noun","欣賞；感激、感謝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"223","英檢中級 GEPT Intermediate","A","中級","I","approach","noun","方式、方法","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"224","英檢中級 GEPT Intermediate","A","中級","I","approach","verb","接近；接洽；著手處理","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"225","英檢中級 GEPT Intermediate","A","中級","I","appropriate","adj.","合適、恰當的","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"226","英檢中級 GEPT Intermediate","A","中級","I","approval","noun","贊成、批准","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"227","英檢中級 GEPT Intermediate","A","中級","I","approve","verb","贊成、批准","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"228","英檢中級 GEPT Intermediate","A","初級","E","April","noun","四月","= Apr.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"229","英檢中級 GEPT Intermediate","A","中級","I","apron","noun","圍裙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"230","英檢中級 GEPT Intermediate","A","中級","I","aquarium","noun","魚缸、水族館","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"231","英檢中級 GEPT Intermediate","A","中級","I","arch","noun/verb","拱門；使成弓形","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"232","英檢中級 GEPT Intermediate","A","中級","I","architect","noun","建築師","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"233","英檢中級 GEPT Intermediate","A","中級","I","architecture","noun","建築學、建築設計","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"234","英檢中級 GEPT Intermediate","A","初級","E","are","verb","（主詞為we、you、they的現在式）是","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"235","英檢中級 GEPT Intermediate","A","初級","E","area","noun","地區、範圍、面積","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"236","英檢中級 GEPT Intermediate","A","初級","E","argue","verb","爭吵、爭論","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
"237","英檢中級 GEPT Intermediate","A","中級","I","argument","noun","爭吵、論點","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/3aabace9334a55ba12259037879fcc2d"
