序號,分類,字母,單字或片語,詞性縮寫,詞性,中文含義,來源
573,TOEFL 托福高頻詞彙 1-1000,B,bolster,n. / vt.,名詞 / 及物動詞,"垫子,枕垫；支支持",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
574,TOEFL 托福高頻詞彙 1-1000,B,bonanza,n.,名詞,"富矿带;幸运,带来好运的事",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
575,TOEFL 托福高頻詞彙 1-1000,B,bond,n.,名詞,"联结,联系;粘连;化学键；公债",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
576,TOEFL 托福高頻詞彙 1-1000,B,boom,n. / vi.,名詞 / 不及物動詞,繁荣；急速发展,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
577,TOEFL 托福高頻詞彙 1-1000,B,baby boom,词组,片語,生育高高峰,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
578,TOEFL 托福高頻詞彙 1-1000,B,boon,n.,名詞,"恩惠,恩赐",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
579,TOEFL 托福高頻詞彙 1-1000,B,baboon,n.,名詞,狒狒,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
580,TOEFL 托福高頻詞彙 1-1000,B,boost,vt.,及物動詞,"增加,提高高,促进",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
581,TOEFL 托福高頻詞彙 1-1000,B,boring,adj.,形容詞,令人厌烦的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
582,TOEFL 托福高頻詞彙 1-1000,B,boredom,n.,名詞,"烦恼,无聊",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
583,TOEFL 托福高頻詞彙 1-1000,B,bore,vt.,及物動詞,钻孔;令人厌烦,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
584,TOEFL 托福高頻詞彙 1-1000,B,boulder,n.,名詞,巨石石,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
585,TOEFL 托福高頻詞彙 1-1000,B,bounce,vi.,不及物動詞,"跳起,弹回",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
586,TOEFL 托福高頻詞彙 1-1000,B,bound,adj. / n.,形容詞 / 名詞,"被束缚的;有义务的；范围,限制",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
587,TOEFL 托福高頻詞彙 1-1000,B,boundary,n.,名詞,"分界线,边界",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
588,TOEFL 托福高頻詞彙 1-1000,B,boundless,adj.,形容詞,"无限的,无边无际的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
589,TOEFL 托福高頻詞彙 1-1000,B,bouquet,n.,名詞,花束,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
590,TOEFL 托福高頻詞彙 1-1000,B,bow,n.,名詞,弓弓;弓弓形,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
591,TOEFL 托福高頻詞彙 1-1000,B,bowlegged,adj.,形容詞,弯脚的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
592,TOEFL 托福高頻詞彙 1-1000,B,bowl,n.,名詞,"碗,碗状物",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
593,TOEFL 托福高頻詞彙 1-1000,E,elbow,n.,名詞,肘,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
594,TOEFL 托福高頻詞彙 1-1000,R,rainbow,n.,名詞,彩虹,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
595,TOEFL 托福高頻詞彙 1-1000,B,braid,vt.,及物動詞,编织,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
596,TOEFL 托福高頻詞彙 1-1000,B,brain,n.,名詞,"脑,大大脑;头脑,智力",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
597,TOEFL 托福高頻詞彙 1-1000,B,brawl,n.,名詞,争吵,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
598,TOEFL 托福高頻詞彙 1-1000,B,brawling,n.,名詞,"争吵,喧嚷",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
599,TOEFL 托福高頻詞彙 1-1000,B,breach,vt. / n.,及物動詞 / 名詞,"打破,突破；违背,破坏",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
600,TOEFL 托福高頻詞彙 1-1000,B,break apart,词组,片語,"分开,分裂",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
601,TOEFL 托福高頻詞彙 1-1000,B,break all ties with,词组,片語,与...断绝一一切关系,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
602,TOEFL 托福高頻詞彙 1-1000,B,break out,词组,片語,爆发;发生,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
603,TOEFL 托福高頻詞彙 1-1000,B,breakdown=break down,n.,名詞,失败;故障；分解;细目分类,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
604,TOEFL 托福高頻詞彙 1-1000,B,breakup,n.,名詞,"分裂,分离",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
605,TOEFL 托福高頻詞彙 1-1000,B,break up,词组,片語,"分裂,分离",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
606,TOEFL 托福高頻詞彙 1-1000,B,breathless,adj.,形容詞,"无声息的,喘不不过气气来的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
607,TOEFL 托福高頻詞彙 1-1000,B,breathing,n.,名詞,呼吸,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
608,TOEFL 托福高頻詞彙 1-1000,B,breath,n.,名詞,"呼吸,气气息",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
609,TOEFL 托福高頻詞彙 1-1000,B,breathe,v.,動詞,"呼吸,呼出",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
610,TOEFL 托福高頻詞彙 1-1000,B,breathtaking,adj.,形容詞,令人激动的;惊人的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
611,TOEFL 托福高頻詞彙 1-1000,B,breed,vt.,及物動詞,"养育,繁殖",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
612,TOEFL 托福高頻詞彙 1-1000,C,crossbreeding,n.,名詞,"异种交配,杂交",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
613,TOEFL 托福高頻詞彙 1-1000,B,breeze,n.,名詞,微⻛风,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
614,TOEFL 托福高頻詞彙 1-1000,B,brighten,v. / vt.,動詞 / 及物動詞,点亮；使愉快;使乐观,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
615,TOEFL 托福高頻詞彙 1-1000,B,brilliance,n.,名詞,聪明;辉煌,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
616,TOEFL 托福高頻詞彙 1-1000,B,brilliantly,adv.,副詞,"辉煌地,灿烂地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
617,TOEFL 托福高頻詞彙 1-1000,B,brim,n.,名詞,边;边缘,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
618,TOEFL 托福高頻詞彙 1-1000,B,broad-brimmed,adj.,形容詞,宽边的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
619,TOEFL 托福高頻詞彙 1-1000,B,briny,adj.,形容詞,"盐水的,咸的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
620,TOEFL 托福高頻詞彙 1-1000,B,brisk,adj.,形容詞,"活泼的,轻快的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
621,TOEFL 托福高頻詞彙 1-1000,B,briskness,n.,名詞,"敏敏捷,活泼",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
622,TOEFL 托福高頻詞彙 1-1000,B,brittle,adj.,形容詞,易易碎的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
623,TOEFL 托福高頻詞彙 1-1000,B,broaden,v.,動詞,"放宽,变宽,扩大大",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
624,TOEFL 托福高頻詞彙 1-1000,B,brochure,n.,名詞,小册子,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
625,TOEFL 托福高頻詞彙 1-1000,B,bronze,n.,名詞,⻘青铜;铜像,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
626,TOEFL 托福高頻詞彙 1-1000,S,sun-bronzed,adj.,形容詞,被太阳晒成古铜色色的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
627,TOEFL 托福高頻詞彙 1-1000,B,brook,n.,名詞,小河,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
628,TOEFL 托福高頻詞彙 1-1000,B,brown,n./adj. / vt.,名詞 / 形容詞 / 及物動詞,"褐色色(的),棕色色(的)；(使)成褐色色,晒黑黑",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
629,TOEFL 托福高頻詞彙 1-1000,B,brownish,adj.,形容詞,成褐色色的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
630,TOEFL 托福高頻詞彙 1-1000,B,bubble,n.,名詞,"气气泡,水泡",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
631,TOEFL 托福高頻詞彙 1-1000,B,buckle,n. / v.,名詞 / 動詞,皮皮带扣环；扣紧;(使)变弯曲,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
632,TOEFL 托福高頻詞彙 1-1000,B,bud,n. / vi.,名詞 / 不及物動詞,"芽,蓓蕾；发芽",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
633,TOEFL 托福高頻詞彙 1-1000,B,buddy,n.,名詞,"密友,伙伴",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
634,TOEFL 托福高頻詞彙 1-1000,B,budget,n.,名詞,预算,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
635,TOEFL 托福高頻詞彙 1-1000,B,buggy,n.,名詞,"小⻢马⻋车,童⻋车",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
636,TOEFL 托福高頻詞彙 1-1000,B,building block,词组,片語,积木木,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
637,TOEFL 托福高頻詞彙 1-1000,B,bulb,n.,名詞,"球茎,球状物",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
638,TOEFL 托福高頻詞彙 1-1000,B,bulk,n.,名詞,"大大批;大大部分；大大小,体积",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
639,TOEFL 托福高頻詞彙 1-1000,B,bulky,adj.,形容詞,"庞大大的,笨重的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
640,TOEFL 托福高頻詞彙 1-1000,B,bump,n. / v.,名詞 / 動詞,"肿块;突起；碰(伤),撞(破)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
641,TOEFL 托福高頻詞彙 1-1000,B,bunch,n. / vi.,名詞 / 不及物動詞,"串串,束;群；捆成一一束;聚集",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
642,TOEFL 托福高頻詞彙 1-1000,B,bundle,n. / vt.,名詞 / 及物動詞,"捆,束,包；捆",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
643,TOEFL 托福高頻詞彙 1-1000,B,burdensome,adj.,形容詞,"繁重的,劳累的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
644,TOEFL 托福高頻詞彙 1-1000,B,burgeon,vi.,不及物動詞,"迅速成长,发展",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
645,TOEFL 托福高頻詞彙 1-1000,B,burning,n./adj. / adj.,名詞 / 形容詞 / 形容詞,燃烧(的)；强烈烈的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
646,TOEFL 托福高頻詞彙 1-1000,B,burrow,n. / vi.,名詞 / 不及物動詞,洞穴穴；挖地洞,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
647,TOEFL 托福高頻詞彙 1-1000,B,bush,n.,名詞,矮树丛,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
648,TOEFL 托福高頻詞彙 1-1000,B,bust,n.,名詞,"半身像,半身雕像",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
649,TOEFL 托福高頻詞彙 1-1000,C,combustion,n.,名詞,燃烧,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
650,TOEFL 托福高頻詞彙 1-1000,C,combustible,adj.,形容詞,易易燃的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
651,TOEFL 托福高頻詞彙 1-1000,R,robust,adj.,形容詞,精力充沛的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
652,TOEFL 托福高頻詞彙 1-1000,S,statue,n.,名詞,全身雕像,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
653,TOEFL 托福高頻詞彙 1-1000,B,bustle,n.,名詞,"喧闹,匆匆忙忙",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
654,TOEFL 托福高頻詞彙 1-1000,B,butter,n.,名詞,奶油,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
655,TOEFL 托福高頻詞彙 1-1000,B,buzz,n./v.,名詞 / 動詞,嗡嗡声;发出嗡嗡声,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
656,TOEFL 托福高頻詞彙 1-1000,B,buzzer,n.,名詞,蜂鸣器,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
657,TOEFL 托福高頻詞彙 1-1000,B,by a factor of,词组,片語,翻...倍,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
658,TOEFL 托福高頻詞彙 1-1000,B,by chance,词组,片語,偶然,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
659,TOEFL 托福高頻詞彙 1-1000,B,by far,词组,片語,迄今为止,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
660,TOEFL 托福高頻詞彙 1-1000,B,by-product,n.,名詞,副产品,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
661,TOEFL 托福高頻詞彙 1-1000,C,cab,n.,名詞,出租⻢马⻋车、汽⻋车,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
662,TOEFL 托福高頻詞彙 1-1000,T,taxicab,n.,名詞,出租⻋车,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
663,TOEFL 托福高頻詞彙 1-1000,T,the Cabinet,n.,名詞,内阁 cabinet n. 橱柜,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
664,TOEFL 托福高頻詞彙 1-1000,C,cabinetmaker,n.,名詞,"家具师,细木木工匠",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
665,TOEFL 托福高頻詞彙 1-1000,C,cabin,n.,名詞,小屋;船舱,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
666,TOEFL 托福高頻詞彙 1-1000,L,log cabin,词组,片語,小木木屋,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
667,TOEFL 托福高頻詞彙 1-1000,C,cacti,n.,名詞,(pl)仙人掌-单数cactus,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
668,TOEFL 托福高頻詞彙 1-1000,C,cadence,n.,名詞,(语调的)抑扬顿挫,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
669,TOEFL 托福高頻詞彙 1-1000,C,calculate,vt.,及物動詞,计算;估计,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
670,TOEFL 托福高頻詞彙 1-1000,C,calculation,n.,名詞,"计算,考虑",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
671,TOEFL 托福高頻詞彙 1-1000,C,calculator,n.,名詞,计算器,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
672,TOEFL 托福高頻詞彙 1-1000,C,calibration,n.,名詞,"校准;标度,刻度",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
673,TOEFL 托福高頻詞彙 1-1000,C,calm,adj. / vt.,形容詞 / 及物動詞,"(天气气、海海洋等)静的,平静的；镇静的,沉着的；使平静,使镇定,平息",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
674,TOEFL 托福高頻詞彙 1-1000,C,campaign,n.,名詞,"(政治或商业性)活动,竞选活动",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
675,TOEFL 托福高頻詞彙 1-1000,C,champion,n.,名詞,"冠军 vt.拥护,支支持",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
676,TOEFL 托福高頻詞彙 1-1000,C,championship,n.,名詞,锦标赛,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
677,TOEFL 托福高頻詞彙 1-1000,C,cancel,vt.,及物動詞,取消,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
678,TOEFL 托福高頻詞彙 1-1000,C,cancellation,n.,名詞,取消,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
679,TOEFL 托福高頻詞彙 1-1000,C,candid,adj.,形容詞,"率直的,坦白的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
680,TOEFL 托福高頻詞彙 1-1000,C,candidate,n.,名詞,候选人,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
681,TOEFL 托福高頻詞彙 1-1000,C,cannibalism,n.,名詞,同类相⻝食食,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
682,TOEFL 托福高頻詞彙 1-1000,C,canopy,n.,名詞,"天篷,遮篷",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
683,TOEFL 托福高頻詞彙 1-1000,C,canvas,n.,名詞,帆布;画布,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
684,TOEFL 托福高頻詞彙 1-1000,C,canyon,n.,名詞,峡谷谷,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
685,TOEFL 托福高頻詞彙 1-1000,C,capability,n.,名詞,能力,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
686,TOEFL 托福高頻詞彙 1-1000,C,capable,adj.,形容詞,有能力的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
687,TOEFL 托福高頻詞彙 1-1000,C,capacity,n.,名詞,容量;能力,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
688,TOEFL 托福高頻詞彙 1-1000,C,captivity,n.,名詞,"囚禁,拘留留",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
689,TOEFL 托福高頻詞彙 1-1000,C,carapace,n.,名詞,(蟹或龟龟的)甲壳,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
690,TOEFL 托福高頻詞彙 1-1000,C,carat,n.,名詞,(宝石石重量量单位)克拉,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
691,TOEFL 托福高頻詞彙 1-1000,C,carbohydrate,n.,名詞,碳水化合物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
692,TOEFL 托福高頻詞彙 1-1000,C,cardiac,adj.,形容詞,心脏的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
693,TOEFL 托福高頻詞彙 1-1000,C,cardinal,adj. / n.,形容詞 / 名詞,"首首要的,主要的；一一种美洲⻦鸟,雄性有深红色色羽羽毛",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
694,TOEFL 托福高頻詞彙 1-1000,C,career,n.,名詞,"生涯,职业",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
695,TOEFL 托福高頻詞彙 1-1000,C,careerism,n.,名詞,"野心,追求名利利",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
696,TOEFL 托福高頻詞彙 1-1000,C,careless,adj.,形容詞,"粗心的,疏忽的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
697,TOEFL 托福高頻詞彙 1-1000,C,carelessly,adv.,副詞,"不不注意地,粗心地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
698,TOEFL 托福高頻詞彙 1-1000,C,careful,adj.,形容詞,"小心的,仔细地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
699,TOEFL 托福高頻詞彙 1-1000,C,cargo,n.,名詞,货物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
700,TOEFL 托福高頻詞彙 1-1000,C,caricature,n.,名詞,讽刺刺画,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
701,TOEFL 托福高頻詞彙 1-1000,C,carnival,n.,名詞,狂欢节,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
702,TOEFL 托福高頻詞彙 1-1000,C,carnivorous,adj.,形容詞,⻝食食肉肉的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
703,TOEFL 托福高頻詞彙 1-1000,C,carve,vt.,及物動詞,切开;雕刻,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
704,TOEFL 托福高頻詞彙 1-1000,C,carver,n.,名詞,"雕刻匠,雕工",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
705,TOEFL 托福高頻詞彙 1-1000,C,carving,n.,名詞,"雕刻品,雕花",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
706,TOEFL 托福高頻詞彙 1-1000,C,cast,vt.,及物動詞,"浇铸；投,抛",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
707,TOEFL 托福高頻詞彙 1-1000,C,casting,n.,名詞,"铸件,铸造",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
708,TOEFL 托福高頻詞彙 1-1000,C,cast-iron,adj.,形容詞,铸铁的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
709,TOEFL 托福高頻詞彙 1-1000,C,cast off,词组,片語,"丢弃,摆脱",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
710,TOEFL 托福高頻詞彙 1-1000,C,cast away,词组,片語,"使失事,使漂流",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
711,TOEFL 托福高頻詞彙 1-1000,F,forecast,n./vt.,名詞 / 及物動詞,"预测,预报",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
712,TOEFL 托福高頻詞彙 1-1000,B,broadcast,n./vt.,名詞 / 及物動詞,广广播;传播,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
713,TOEFL 托福高頻詞彙 1-1000,R,rebroadcast,vt.,及物動詞,重播,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
714,TOEFL 托福高頻詞彙 1-1000,N,newscast,n.,名詞,新闻广广播,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
715,TOEFL 托福高頻詞彙 1-1000,O,overcast,adj.,形容詞,"阴天的,阴暗的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
716,TOEFL 托福高頻詞彙 1-1000,C,casual,adj.,形容詞,"非非正式的,随便便的;漫不不经心的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
